tweet,hate_speech,offensive_language,neither,mentions,hashtags,original_tweet
<MENTION> if i was a girl like that u would probably eat my pussy jasper,0,1,0,['@oddfuckingtaco'],[],"RT @oddfuckingtaco: ""If I was a girl like that u would probably eat my pussy"" - Jasper"
<MENTION> damn i hate a bitch that like to argue and shit,0,1,0,['@oddfuckingtaco'],[],RT @oddfuckingtaco: Damn I hate a bitch that like to argue and shit
<MENTION> <URL> my nigga really tried to save his bitch lol,0,1,0,['@oddfuckingtaco'],[],RT @oddfuckingtaco: https://t.co/nkCXCZwrXa my nigga really tried to save his bitch lol
<MENTION> i want a crazy bitch they be loyal af ?,0,1,0,['@officialbskip'],[],"RT @officialbskip: I want a crazy bitch, they be loyal af ?"
<MENTION> ima eat that pussy all filthy ?,0,1,0,['@officialmckell'],[],RT @officialmckell: & ima eat that pussy all filthy ?
<MENTION> y all hoes so annoying ?,0,1,0,['@ogkaykay_'],[],RT @ogkaykay_: y'all hoes so annoying ?
<MENTION> brought to you by bad bitches and good weed,0,1,0,['@ogkels_'],[],RT @ogkels_: brought to you by bad bitches and good weed
<MENTION> damn i got bitches kanye voice,0,1,0,['@oh_sh1t'],[],"RT @oh_sh1t: Damn, I got bitches *kanye voice*"
<MENTION> i can t be worried bout no bitch cause that bitch could be somewhere sucking dick,0,1,0,['@ohhdatsbrucie'],[],RT @ohhdatsbrucie: I can't be worried bout no bitch cause that bitch could be somewhere sucking dick
<MENTION> i won t love you i can t love you unless that pussy got some super powers,0,1,0,['@ohhshedopee'],[],"RT @ohhshedopee: I won't love you, I can't love you
Unless that pussy got some super powers"
<MENTION> it s crazy if a female cheats it s so wrong she s every type of hoe there is but if a guy cheats there s all these justific,0,0,1,['@ohmyev'],[],"RT @ohmyev: it's crazy. if a female cheats, it's so wrong. she's every type of hoe there is but if a guy cheats, there's all these justific…"
<MENTION> you re the biggest cunt i know,0,1,0,['@ohmyjizzitsliv_'],[],RT @ohmyjizzitsliv_: You're the biggest cunt I know
<MENTION> stacy s mom doesn t have shit going on twitter bitches have it all,0,1,0,['@ohuhwhoops'],[],"RT @ohuhwhoops: Stacy's mom doesn't have shit going on.

Twitter bitches have it all."
<MENTION> this is very annoying to me im gonna vomit out of annoyance bc i am a little bitch,0,1,0,['@oliviadesanfoot'],[],RT @oliviadesanfoot: this is very annoying to me im gonna vomit out of annoyance bc i am a little bitch
<MENTION> kim kardashian is making 200 million from in app purchases from her game and you all call her dumb bitch she s a damn gen,0,1,0,['@omfgarsal'],[],"RT @omfgarsal: kim kardashian is making $200 million from in app purchases from her game. and you all call her dumb, bitch she's a damn gen…"
<MENTION> maybe nobody likes you because you re a bitch,0,1,0,['@omfgmeezy'],[],"RT @omfgmeezy: maybe 

nobody 

likes 

you 

because 

you're 

a 

bitch"
<MENTION> i swear a yung nigga use to wanna be a heartbreak kid <MENTION> shawn micheals razor ramon both had bitches,0,1,0,"['@onDAT_Othershit', '@_KudaBrazyy']",[],"RT @onDAT_Othershit: I swear, a yung nigga use to wanna be a heartbreak kid RT @_KudaBrazyy: Shawn Micheals & Razor Ramon both had bitches"
<MENTION> i can t stand to be around ghetto girls ?,0,0,1,['@ooxlexx'],[],RT @ooxlexx: I can't stand to be around ghetto girls.?
<MENTION> i m a tall big booty bitch wtf lol ?????,0,1,0,['@ortiz_jaylene'],[],"RT @ortiz_jaylene: I'm a ""tall big booty bitch"" wtf lol ?????"
<MENTION> it s 2 20 and me and bruno still up in this bitch lol,0,1,0,['@ortiz_jaylene'],[],RT @ortiz_jaylene: It's 2:20 and me and Bruno still up in this bitch lol
<MENTION> then i m a loud outgoing bitch lol,0,1,0,['@ortiz_jaylene'],[],RT @ortiz_jaylene: Then I'm a loud outgoing bitch lol
<MENTION> soup is so much better when you have enough crackers to crumble in it to make it into a casserole,0,0,1,['@osoplain'],[],RT @osoplain: Soup is so much better when you have enough crackers to crumble in it to make it into a casserole
<MENTION> first off fuck your bitch and the click you claim,0,1,0,['@ovgenocide'],[],"RT @ovgenocide: First off, fuck your bitch. And the click you claim."
<MENTION> you tell ya business to ah bitch so i can t trust ya,0,1,0,['@oweeSheREDD'],[],RT @oweeSheREDD: you tell ya business to ah bitch so I can't trust ya
<MENTION> <MENTION> lastnight ?? # halloweencostume <URL> hoe that s your work outfit,0,1,0,"['@p0psson', '@iamlexj_']",['#HalloweenCostume'],RT @p0psson: “@iamlexj_: Lastnight ?? #HalloweenCostume http://t.co/2UzOH6FRzG” hoe that's your work outfit
<MENTION> <MENTION> there s more than one way to skin a monkey barack bushmeat obama <MENTION> <MENTION>,0,0,1,"['@p_w_sterne', '@GraceBr92073005', '@1Dittlinger', '@Txwench']",[],"RT @p_w_sterne: @GraceBr92073005 ""There's more than one way to skin a monkey"" --Barack ""Bushmeat"" Obama @1Dittlinger @Txwench"
<MENTION> <MENTION> what would u do ? <URL> that bitch down the stairs,0,1,0,"['@paidinfull_4', '@brennonthekidd_']",[],RT @paidinfull_4: “@brennonthekidd_: what would u do? .. ? http://t.co/RisLnwWIeR”kick that bitch down the stairs!
<MENTION> it s unfortunate that everyone thinks i m a bitch before they even meet me # chronicbitchface # sorryimscary ??,0,1,0,['@paigelebeau1'],"['#chronicbitchface', '#sorryimscary']",RT @paigelebeau1: It's unfortunate that everyone thinks I'm a bitch before they even meet me #chronicbitchface #sorryimscary ??
<MENTION> wow according to this tweet by <MENTION> obama must have been an uncle tom <URL>,0,0,1,"['@pambesteder', '@Tarascan68']",[],RT @pambesteder: **WOW* according to this tweet by @Tarascan68 Obama must have been an Uncle Tom? http://t.co/Klcsgy9JPW
<MENTION> my soul mate probably some ho around the corner,0,1,0,['@papichuIo'],[],RT @papichuIo: My soul mate probably some ho around the corner
<MENTION> where s the girl i could pack this bowl with i know u out there hoe quit playing,0,1,0,['@papigabs'],[],"RT @papigabs: where's the girl I could pack this bowl with? I know u out there hoe, quit playing"
<MENTION> niqqas talk more then bitches these days,0,1,0,['@papo_fonseca'],[],RT @papo_fonseca: Niqqas talk more then bitches these days.
<MENTION> <MENTION> rick james ain t even slap his bitches that hard,0,1,0,"['@patbeeh95', '@iDocLyfe']",[],RT @patbeeh95: @iDocLyfe Rick James ain't even slap his bitches that hard
<MENTION> who spotted the looming yellow crown on tonight s # truedetective <URL>,0,0,1,['@pattonoswalt'],['#TrueDetective'],RT @pattonoswalt: Who spotted the looming yellow crown on tonight's #TrueDetective? http://t.co/MUa60ppVeL
<MENTION> charlie sheen is engaged to a porn star i can t be the only one thinking she can do a lot better,0,0,1,['@paul_lander'],[],RT @paul_lander: Charlie Sheen is engaged to a porn star. I can't be the only one thinking she can do a lot better.
<MENTION> yesterday the caged bird sang the blues rip # mayaangelou,0,0,1,['@paul_lander'],['#MayaAngelou'],"RT @paul_lander: Yesterday, the caged bird sang the blues. RIP #MayaAngelou."
<MENTION> some birds aren t meant to be caged,0,0,1,['@paulabruederle'],[],RT @paulabruederle: Some birds aren't meant to be caged
<MENTION> legendary year <MENTION> speaking of 09 that years pussy was phenomenal,0,1,0,"['@paymon_d', '@1stName_Bravo']",[],"RT @paymon_d: Legendary year. RT @1stName_Bravo: Speaking of '09, that years pussy was phenomenal."
<MENTION> dear god make me a bird so i can fly far far far away,0,0,1,['@peeabut'],[],"RT @peeabut: Dear god, make me a bird so I can fly far, far far away"
<MENTION> if preferring to be barefoot makes me a basic bitch sign me up do i get a free mason jar,0,1,0,['@peeper1016'],[],"RT @peeper1016: If preferring to be barefoot makes me a basic bitch, sign me up. Do I get a free Mason jar?"
<MENTION> when you tell the chick fil a cashier thank you but that bitch don t say my pleasure <URL>,0,1,0,['@peidroh'],[],"RT @peidroh: when you tell the chick-fil-a cashier thank you, but that bitch don't say ""my pleasure"" http://t.co/85swWYxMNz"
<MENTION> raven symone s hair be like i m not colored i m american <URL>,0,0,1,['@pekholt'],[],"RT @pekholt: Raven Symone's hair be like, ""I'm not colored, I'm American."" http://t.co/mkx0d4bh2Q"
<MENTION> listen here you beautiful bitch i m about to fuck you up with some truth,0,1,0,['@petertrvjillo'],[],"RT @petertrvjillo: Listen here you beautiful bitch, I'm about to fuck you up with some truth."
<MENTION> in the yankees draft room they had a huge picture of greg campbell with the message this is the makeup we re looking for,0,0,1,['@pgammo'],[],"RT @pgammo: In the Yankees draft room, they had a huge picture of Greg Campbell with the message, ""this is the makeup we're looking for."""
<MENTION> run differentials mets 14 yankees 32,0,0,1,['@pgammo'],[],"RT @pgammo: Run Differentials:Mets -14, Yankees -32."
<MENTION> that the yankees have won four straight shane greene starts and 7 of 9 speaks to his stability in a season of starters emergen,0,0,1,['@pgammo'],[],RT @pgammo: That the Yankees have won four straight Shane Greene starts and 7 of 9 speaks to his stability in a season of starters' emergen…
<MENTION> these bitches ain t real ?,0,1,0,['@phatsyeo215'],[],RT @phatsyeo215: these bitches ain't real. ?
<MENTION> ocho is approaching bitches,0,1,0,['@phishlicia'],[],RT @phishlicia: Ocho is approaching bitches
<MENTION> people who focus on skin tones for dating someone are fucking retarded and brainwashed ?,0,1,0,['@pipethefckdown_'],[],RT @pipethefckdown_: People who focus on skin tones for dating someone are fucking retarded and brainwashed. ?
<MENTION> man robin thicke all on black tv trying to get that pussy back,0,1,0,['@pissyopants1'],[],RT @pissyopants1: Man robin thicke all on black tv trying to get that pussy back
<MENTION> idc about yall bitches yo,0,1,0,['@pocahontias__'],[],RT @pocahontias__: Idc about yall bitches yo
<MENTION> im laughing so hard lay is the un loyalist of hos plea,0,1,0,['@polarisclub'],[],"RT @polarisclub: ""im laughing so hard lay is the un-loyalist of hos""

plea"
<MENTION> republican rick scott has been reelected # flgov defeating democrat charlie crist <URL> <URL>,0,0,1,['@politico'],['#FLGov'],"RT @politico: Republican Rick Scott has been reelected #FLGov, defeating Democrat Charlie Crist. http://t.co/oeVMKOQH9S http://t.co/hi56c9N…"
<MENTION> all tha bad bitches need to go to <MENTION> concert in bham tonight,0,1,0,"['@poloPowell', '@CurrenSy_Spitta']",[],RT @poloPowell: All tha bad bitches need to go to @CurrenSy_Spitta concert in bham tonight. ????????????????????????????????????
<MENTION> bitch said i lie too much bitch you ain t worth telling the truth too,0,1,0,['@popitfor_tyrick'],[],RT @popitfor_tyrick: Bitch said I lie too much bitch you ain't worth telling the truth too
<MENTION> tbh i left all my hoes alone ?,0,1,0,['@popitfor_tyrick'],[],RT @popitfor_tyrick: Tbh I left all my hoes alone ?
<MENTION> i be hatin when hoes be comin to me like i m finna save them # aintnobread bitch u better get out here and get it,0,1,0,['@pppssshhh_'],['#aintnobread'],RT @pppssshhh_: I be hatin when hoes be comin to me like I'm finna save them #aintnobread bitch u better get out here and get it
<MENTION> monkey see ??monkey do hoes?,0,1,0,['@prettycha305'],[],RT @prettycha305: Monkey see ??monkey do hoes?
<MENTION> i hate a dumb bitch,0,1,0,['@prettychels__'],[],RT @prettychels__: I hate a dumb bitch.
<MENTION> pussy this pussy that,0,1,0,['@prettygrl_rocky'],[],RT @prettygrl_rocky: Pussy this pussy that
<MENTION> <MENTION> <MENTION> <MENTION> bitch you didn t feed me you asked my to buy you a burger ??? ??????? lmfaoooooo no,0,1,0,"['@prettykells', '@100046729', '@Leelucas_', '@prettykells']",[],RT @prettykells: “@100046729: @Leelucas_ @prettykells bitch you didn't feed me. You asked my to buy you a burger ???”??????? lmfaoooooo no …
<MENTION> <MENTION> <MENTION> bitch you not coming <URL>,0,1,0,"['@prettykells', '@100046729', '@Leelucas_']",[],RT @prettykells: “@100046729: @Leelucas_ bitch you not coming http://t.co/GXpfoLusXB”?????????????
<MENTION> <MENTION> that s fucked up when a bitch you fw down talk you then with hoes they claim they don t fw ? funny,0,1,0,"['@prettykells', '@100046729']",[],"RT @prettykells: “@100046729: That's fucked up when a bitch you fw , down talk you.. Then with hoes they claim they don't fw ? funny.”????…"
<MENTION> what you bitches fail to realize is these niggas don t really be moving on they still be fucking with that same bitch,0,1,0,['@prettyne___'],[],RT @prettyne___: What you bitches fail to realize is these niggas don't really be moving on ? they still be fucking with that SAME BITCH ??…
<MENTION> <MENTION> <MENTION> hey don t call him a bitch ?,0,1,0,"['@prettytreazure', '@DetroitPlayer', '@1stName_Bravo']",[],RT @prettytreazure: @DetroitPlayer @1stName_Bravo hey don't call him a bitch ?
<MENTION> words from jac you can t save every hoe you got to let them hurt,0,1,0,['@prime13_time'],[],RT @prime13_time: Words from jac.. You can't save every hoe.. You got to let them hurt.
<MENTION> <MENTION> you about to get all the hoes now lol,0,1,0,"['@prime3_time', '@Woodchuck20']",[],RT @prime3_time: @Woodchuck20 you about to get all the hoes now lol
<MENTION> dont message me your number and tell me to text you i m not your bitch lol,0,1,0,['@pringlezXII'],[],RT @pringlezXII: Dont message me your number and tell me to text you.... I'm not your bitch lol
<MENTION> sweet treat at lunch today raspberry gelato gin juice sorbet brownie gelato # gelatocart thursday can t wait,0,0,1,['@proofgelato'],['#GelatoCart'],"RT @proofgelato: Sweet treat at lunch today - raspberry gelato, gin+juice sorbet & brownie gelato! #GelatoCart Thursday - can't wait ..."
<MENTION> the problem with retard liberals is they think supply demand means supply me with everything i demand # votingmatters,0,1,0,['@psjohnson23'],['#VotingMatters'],"RT @psjohnson23: The problem with retard liberals is they think Supply & Demand means ""Supply me with everything I Demand."" #VotingMatters"
<MENTION> ? why these hoes acting like they not getting fucked sucking dick ? but i ain t saying nothing ?,0,1,0,['@pumpkinheaddd'],[],RT @pumpkinheaddd: ? why these hoes acting like they not getting fucked & sucking dick ? but I ain't saying nothing ?
<MENTION> i know u dawg hoes bck in style,0,1,0,['@que'],[],RT @que: I know u dawg hoes bck in style
<MENTION> when your man call you a bitch when y all arguing he don t think you really a bitch you just actin like one,0,1,0,['@queenallyssa'],[],"RT @queenallyssa: When your man call you a bitch when y'all arguing he don't think you really a bitch, you just actin like one"
<MENTION> <MENTION> 90 of niggas goofy and act like bitches you aint lyin,0,1,0,"['@queenc_nt', '@_100d']",[],RT @queenc_nt: “@_100d: 90% of niggas goofy and act like bitches” YOU AINT LYIN
<MENTION> so proud of mahanain she still a hoe tho,0,1,0,['@queenthottie_x3'],[],RT @queenthottie_x3: So proud of mahanain ? she still a hoe tho
<MENTION> who wants to chill on campus w me throw bibles at bitches taking the walk of shame,1,0,0,['@rachael_goss'],[],RT @rachael_goss: Who wants to chill on campus w me & throw bibles at bitches taking the walk of shame??
<MENTION> nerds are cool because they get really judge y about other nerds being passionate about things they aren t passionate abo,0,0,1,['@radiomaru'],[],RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...
<MENTION> duchess of cambridge to present the first yellow jersey <URL> # tdf,0,0,1,['@radiotour_en'],['#TDF'],RT @radiotour_en: Duchess of Cambridge to present the first yellow jersey http://t.co/8VVNU9DrFM #TDF
<MENTION> i hate it when a bitch know i don t fuck with her she really trying to talk to me like we cool nahh bitch foh you don t,0,1,0,['@raeleenehoe'],[],RT @raeleenehoe: I hate it when a bitch know I don't fuck with her & she really trying to talk to me like we cool nahh bitch foh you don't …
<MENTION> she was like i don t go to raider games they are ghetto and people get jumped lmao i was like well the shit sound lik,0,1,0,['@raider_level'],[],"RT @raider_level: She was like ""I don't go to raider games. They are ghetto and people get jumped"" lmao I was like ""well the shit sound lik…"
<MENTION> need my dick sucked fuck 1 bitch i need sluts,0,1,0,['@random_shxt'],[],RT @random_shxt: need my dick sucked..fuck 1 bitch I need ?? sluts
<MENTION> when i hear an ugly bitch talk about another ugly bitch ? <URL>,0,1,0,['@randycaliboi'],[],RT @randycaliboi: When I hear an ugly bitch talk about another ugly bitch ? ... http://t.co/RwvyvPYE2n
<MENTION> u bitches ain t paying my bills so fuck you,0,1,0,['@randypop84'],[],RT @randypop84: U bitches ain't paying my bills......so FUCK YOU
<MENTION> when joey bada said traded in my nikes for a new mic i guess it s safe to say he sold his soles for a new life <URL>,0,0,1,['@rappersaid'],[],"RT @rappersaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" http:/…"
<MENTION> when tyler the creator said rape a pregnant bitch and tell my friends i had a threesome <URL>,0,1,0,['@rappersaid'],[],"RT @rappersaid: When Tyler the Creator said ""Rape a pregnant bitch and tell my friends I had a threesome."" http://t.co/ImPo02Ge65"
<MENTION> shoutout to <MENTION> bitch you guessed it remix shit is ???,0,1,0,"['@rarebreedkena', '@OGMaco']",[],RT @rarebreedkena: shoutout to @OGMaco bitch you guessed it remix shit is ???
<MENTION> <MENTION> he bein a bitch,0,1,0,"['@rasheed_wavy', '@vivalakristia']",[],RT @rasheed_wavy: @vivalakristia he bein a bitch
<MENTION> <MENTION> broke no even though obama is working on it bitch no i got something between so no,0,1,0,"['@rbomem', '@viva_based']",[],"RT @rbomem: @viva_based broke, no even though Obama is working on it, bitch, no I got something between so no"
<MENTION> bill maher mocks gullible america for missing the real enemy <URL>,0,0,1,['@rcooley123'],[],RT @rcooley123: Bill Maher mocks gullible America for missing the real enemy http://t.co/ApnsVg35Uf
<MENTION> mine too ??? <MENTION> this ma niggah <MENTION> ?,1,0,0,"['@realist_iLLest', '@187XO_', '@trigga_tre123']",[],RT @realist_iLLest: Mine too ??? RT “@187XO_: This ma niggah @trigga_tre123 ?”
<MENTION> bible <MENTION> you a hoe if you already got new years eve plans,0,1,0,"['@realjonathanp', '@macktology101']",[],RT @realjonathanp: Bible RT @macktology101: You a hoe if you already got New Years Eve plans
<MENTION> <MENTION> yeah bitches <URL>,0,1,0,"['@rebecca7054', '@CaitlinBartlett']",[],RT @rebecca7054: “@CaitlinBartlett: yeah bitches http://t.co/2PP9RboHy4”
<MENTION> <MENTION> idk why i love skinny girls they got good pussy,0,1,0,"['@rebelGANJA', '@1BookieG']",[],RT @rebelGANJA: “@1BookieG: Idk why I love skinny girls” they got good pussy ?
<MENTION> <MENTION> lol oh godddddd bitch is you really coming how late you gon be lls,0,1,0,"['@rebellious_midy', '@wheeler_kashhh']",[],"RT @rebellious_midy: @wheeler_kashhh lol oh godddddd , bitch is you really coming & how late you gon be lls"
<MENTION> ugly bitches definitely disguste me ? ewww yuck,0,1,0,['@rebellious_midy'],[],RT @rebellious_midy: Ugly bitches definitely disguste me ? ewww yuck!
<MENTION> she said i got to many hoes,0,1,0,['@redbonejasssy'],[],RT @redbonejasssy: She said I got to many hoes
<MENTION> i inhale white exhale nigger,0,1,0,['@redemptionzayn'],[],RT @redemptionzayn: I inhale white exhale nigger
<MENTION> i hate when people ask who you tryna look good for bitch myself bye,0,1,0,['@relatabIe'],[],RT @relatabIe: i hate when people ask “who you tryna look good for?!” bitch myself bye
<MENTION> bad bitches <URL>,0,1,0,['@relatabowl'],[],RT @relatabowl: bad bitches http://t.co/jz9ItvJck0
<MENTION> that shoot em up shit is cool but gimme some shit i can play in front of bitches my nigga gimme some jiggy shit i ca,0,1,0,['@rellyOnSMASH'],[],RT @rellyOnSMASH: that shoot em up shit is cool but gimme some shit i can play in front of bitches my nigga...gimme some jiggy shit i ca ...
<MENTION> video renegade cut snowpiercer an analysis of bong joon ho s sci fi action film topics include <URL>,0,0,1,['@renegadecut'],[],RT @renegadecut: Video: Renegade Cut: Snowpiercer — An analysis of Bong Joon-ho’s sci-fi action film. Topics include... http://t.co/YNT9zS0…
<MENTION> got 5 20 off slots for sole sauce for the early birds today use save20 at checkout <URL>,0,0,1,['@renz360'],[],"RT @renz360: Got 5 20% off slots for sole sauce for the early birds today 

Use “SAVE20” at checkout 
 
http://t.co/x5bq5vzpPK"
<MENTION> <MENTION> my ears look good ??????? <URL> hoe in yo background,0,1,0,"['@reshell_', '@1inkkofrosess']",[],"RT @reshell_: ""@1inkkofrosess: My ears look good ??????? http://t.co/fP3R6mkBaC""bsa hoe in yo background"
<MENTION> keshun be like it aint nothing to cut that bitch nawl it aint ???,0,1,0,['@reshell_'],[],RT @reshell_: Keshun be like it aint nothing to cut that bitch nawl it aint ???
<MENTION> <MENTION> kanye west is a costume not a mock of a race girl i hate to do this but kanye is a human not a costume but,0,0,1,"['@rhythmixx_', '@aliyahgrubb']",[],RT @rhythmixx_: “@aliyahgrubb: Kanye West is a costume not a mock of a race.” girl I hate to do this but Kanye is a human not a costume but…
<MENTION> <MENTION> <MENTION> that s how i drive you bitch <URL>,0,1,0,"['@rhythmixx_', '@Weyheymariam', '@jaymcnuggets']",[],RT @rhythmixx_: @Weyheymariam @jaymcnuggets that's how I drive you bitch http://t.co/drK5C0txtQ
<MENTION> have a great day you lovely fellow apes <URL>,0,0,1,['@rickygervais'],[],"RT @rickygervais: Have a great day, you lovely fellow apes :) http://t.co/jZL7filv0q"
<MENTION> humans are genetically closer to chimps than chimps are to gorillas but we are all apes have a great day you clever twe,0,0,1,['@rickygervais'],[],RT @rickygervais: Humans are genetically closer to chimps than chimps are to gorillas. But we are all apes. Have a great day you clever twe…
<MENTION> jesus loves you but everyone else thinks you re a right cunt,0,1,0,['@rickygervais'],[],"RT @rickygervais: Jesus loves you, but everyone else thinks you're a right cunt."
<MENTION> pussy,0,1,0,['@right_in_the'],[],RT @right_in_the: pussy
<MENTION> uh oh california solar plant fries thousands of birds in mid flight hot air <URL>,0,0,1,['@rightwingertoo'],[],RT @rightwingertoo: Uh oh: California solar plant fries thousands of birds in mid-flight - Hot Air http://t.co/8ZQnLR5fH5
<MENTION> i ain t got no type bad bitches is the only thing that i like,0,1,0,['@rihanna'],[],RT @rihanna: I ain't got no type...bad bitches is the only thing that I like
<MENTION> fox news presenters mock female pilot who took part in campaign against isis # wtf <URL>,0,0,1,['@ripienaar'],['#wtf'],RT @ripienaar: Fox News presenters mock female pilot who took part in campaign against Isis #wtf http://t.co/MLKY9ZSen2
<MENTION> let my shirt go bitch it s aeropostale wtf is wrong with you ??? <URL>,0,1,0,['@ripstephanie_'],[],"RT @ripstephanie_: ""let my shirt go bitch it's Aeropostale wtf is wrong with you "" ??? https://t.co/xM5s5HN7tq"
<MENTION> when you deep in the pussy ? <URL>,0,1,0,['@roLLYuP23'],[],RT @roLLYuP23: When you deep in the pussy ? http://t.co/3AtjdYqMnf
<MENTION> <MENTION> can t believe i actually killed a cockroach smh you a bitch that was probably ma nigga eduardo,0,1,0,"['@roach_nigga', '@XiaoBiniiMessy']",[],"RT @roach_nigga: “@XiaoBiniiMessy: Can't believe I actually killed a cockroach.” smh you a bitch, that was probably ma nigga Eduardo"
<MENTION> yall niggas think i just hang around your crib doing nothing bitch i be getting bread too <URL>,0,1,0,['@roach_nigga'],[],"RT @roach_nigga: yall niggas think i just hang around your crib doing nothing, bitch i be getting bread too http://t.co/6jo2sayr96"
<MENTION> girl i wanna rip my dick off and throw it at your pussy,0,1,0,['@robdelaney'],[],RT @robdelaney: Girl I wanna rip my dick off and throw it at your pussy.
<MENTION> i put my pants on one leg at a time just like you guys but then i eat a plus size model s pussy in my helicopter,0,1,0,['@robdelaney'],[],"RT @robdelaney: I put my pants on one leg at a time, just like you guys. But then I eat a plus-size model’s pussy in my helicopter."
<MENTION> when u finger a bad light skin bitch <URL>,0,1,0,['@robert4709'],[],RT @robert4709: When u finger a bad light skin bitch http://t.co/jAzKccC9lE
<MENTION> it s like the walking dead but with less carl and more talking birds zombie attack <URL> <URL>,0,0,1,['@robertbevan77'],[],"RT @robertbevan77: It's like The Walking Dead, but with less Carl and more talking birds. ZOMBIE ATTACK!!! http://t.co/UOCsPyksSC http://t.…"
<MENTION> if ya chick always getting into it wit other bitches u gotta tell her that shit ain t fly and it s costly,0,1,0,['@rockiefresh'],[],"RT @rockiefresh: If ya chick always getting into it wit other bitches u gotta tell her that shit ain’t fly, and it’s costly"
<MENTION> bitch must have a 279 0 be related to jesus then <MENTION> gpa or legacy <MENTION> how this bitch get in <URL>,0,1,0,"['@rod4short', '@TheBSharp', '@The_Lion_']",[],RT @rod4short: Bitch must have a 279.0 & be related to Jesus then {@TheBSharp: GPA or Legacy RT @The_Lion_: How this bitch get in http://t.…
<MENTION> niggas passing up good girls for hoes,0,1,0,['@rodill_'],[],RT @rodill_: niggas passing up good girls for hoes.
<MENTION> <MENTION> women would put up with very little love as long as the man have money gross bitches be with broke abus,0,1,0,"['@rollieghost', '@vivalajayxoxo']",[],RT @rollieghost: “@vivalajayxoxo: Women would put up with very little love as long as the man have money..gross” bitches be with broke abus…
<MENTION> getting ready for nevada hump day <MENTION> real live camels ostriches and zebras oh my <MENTION> # nevadahumpday # ,0,0,1,"['@ronele', '@nevadamuseum', '@VirginiaCity']",['#NevadaHumpDay'],"RT @ronele: Getting ready for Nevada Hump Day @nevadamuseum. Real live camels, ostriches and zebras - oh my! @VirginiaCity #NevadaHumpDay #…"
<MENTION> surprising how big of a pussy hulk is # bravschi,0,1,0,['@roryscovel'],['#BRAvsCHI'],RT @roryscovel: Surprising how big of a pussy Hulk is. #BRAvsCHI
<MENTION> this bitch has a death grip on this niggas balls smh <URL>,0,1,0,['@ruckin_andrew'],[],RT @ruckin_andrew: This bitch has a death grip on this niggas balls. Smh http://t.co/uh6OSApcMw
<MENTION> i m confused martins indi just drew a yellow card but i didn t see him steal a tank from the brazilian army and open fire,0,0,1,['@runofplay'],[],"RT @runofplay: I'm confused. Martins Indi just drew a yellow card, but I didn't see him steal a tank from the Brazilian army and open fire …"
<MENTION> final debate clean up journalists sure know how to trash a lobby # wcvbpoli # wcvb <URL>,0,0,1,['@russnelligan'],"['#wcvbpoli', '#wcvb']",RT @russnelligan: Final debate clean-up: journalists sure know how to trash a lobby... #wcvbpoli #wcvb http://t.co/LMerSj8sTi
<MENTION> i think it s time to bring out the drunken monkey,0,0,1,['@ryancommakerry'],[],RT @ryancommakerry: I think it's time to bring out the drunken monkey
<MENTION> <MENTION> so jus don t be faithful cus u never kno what your bitch doing lmao ??????????????????????????,0,1,0,"['@ryancruz_', '@1waynostra']",[],RT @ryancruz_: “@1waynostra: So jus don't be faithful cus u never kno what your bitch doing lmao”??????????????????????????
<MENTION> travis always on my tl being ghetto ??,0,0,1,['@ryancruz_'],[],RT @ryancruz_: Travis always on my TL being ghetto ??
<MENTION> when people say coloured <URL>,0,0,1,['@ryandolan123'],[],RT @ryandolan123: when people say coloured http://t.co/2lKUkctPf0
<MENTION> that shit can break you down if you lose a good girl i guess you need a bad bitch to come around and make it up,0,1,0,['@ryannotsheckler'],[],"RT @ryannotsheckler: ""That shit can break you down if you lose a good girl, I guess you need a bad bitch to come around and make it up"""
<MENTION> always bro niggas get crazy in any weather <MENTION> <MENTION> this weather is trash od but we gon get c,0,1,0,"['@sTyLeZkEy354', '@WE_ALL_KNOW_JO', '@sTyLeZkEy354']",[],"RT @sTyLeZkEy354: Always bro niggas get crazy in any weather RT @WE_ALL_KNOW_JO: ""@sTyLeZkEy354: This weather is trash"" OD,But we gon get c…"
<MENTION> bitches be fallin so inlove w niggass then he go get a new bitch they try go get a new nigga to try to forget about the,1,0,0,['@s_bitchy'],[],RT @s_bitchy: Bitches be fallin so Inlove w. Niggass & then he go get a new bitch & they try go get a new nigga to try to forget about the …
<MENTION> school is so pointless im just trying to pass the class and get out this bitch,0,1,0,['@sadaIlday'],[],RT @sadaIlday: school is so pointless. im just trying to pass the class and get out this bitch
<MENTION> <MENTION> i am taking you serious kik me back nigger,0,1,0,"['@sadiiex_', '@Vnxthny']",[],RT @sadiiex_: @Vnxthny I am taking you serious.... Kik me back nigger
<MENTION> you re not the father what every mexican nigger loves to hear,1,0,0,['@salmeron_bryan'],[],RT @salmeron_bryan: You're not the father ! What every Mexican/nigger loves to hear.
<MENTION> too many faggots on here that think they can address me by my first name,1,0,0,['@salomanizor'],[],RT @salomanizor: Too many faggots on here that think they can address me by my first name
<MENTION> i wish i was a bird so i could constantly shit on the people i hate,0,1,0,['@samAfuckingA'],[],RT @samAfuckingA: I wish I was a bird so I could constantly shit on the people I hate! :)
